Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
CRCT|Cricut, Inc. - Class A common stock|Q|N|N|100|N|N
CRDF|Cardiff Oncology, Inc. - Common Stock|S|N|N|100|N|N
CRDL|Cardiol Therapeutics Inc. - Class A Common Shares|S|N|D|100|N|N
CRDO|Credo Technology Group Holding Ltd - Ordinary Shares|Q|N|N|100|N|N
CREC|Crescera Capital Acquisition Corp - Class A Ordinary Shares|G|N|N|100|N|N
CRECU|Crescera Capital Acquisition Corp - Unit|G|N|N|100|N|N
CRECW|Crescera Capital Acquisition Corp - Warrant|G|N|N|100|N|N
CREG|Smart Powerr Corp. - Common Stock|S|N|N|100|N|N
CRESW|Cresud S.A.C.I.F. y A. - Warrant|S|N|N|100|N|N
CRESY|Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock|Q|N|N|100|N|N
CREX|Creative Realities, Inc. - Common Stock|S|N|N|100|N|N
CREXW|Creative Realities, Inc. - Warrant|S|N|N|100|N|N
CRGE|Charge Enterprises, Inc. - Common Stock|G|N|N|100|N|N
CRGO|Freightos Limited - Ordinary shares|S|N|N|100|N|N
CRGOW|Freightos Limited - Warrants|S|N|N|100|N|N
CRIS|Curis, Inc. - Common Stock|S|N|D|100|N|N
CRKN|Crown Electrokinetics Corp. - Common Stock|S|N|D|100|N|N
CRMD|CorMedix Inc. - Common Stock|G|N|N|100|N|N
CRMT|America's Car-Mart, Inc. - Common Stock|Q|N|N|100|N|N
CRNC|Cerence Inc. - Common Stock|Q|N|N|100|N|N
CRNT|Ceragon Networks Ltd. - Ordinary Shares|Q|N|N|100|N|N
CRNX|Crinetics Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
CRON|Cronos Group Inc. - Common Share|G|N|N|100|N|N
CROX|Crocs, Inc. - Common Stock|Q|N|N|100|N|N
CRSP|CRISPR Therapeutics AG - Common Shares|G|N|N|100|N|N
CRSR|Corsair Gaming, Inc. - Common Stock|Q|N|N|100|N|N
CRTO|Criteo S.A. - American Depositary Shares|Q|N|N|100|N|N
CRUS|Cirrus Logic, Inc. - Common Stock|Q|N|N|100|N|N
CRVL|CorVel Corp. - Common Stock|Q|N|N|100|N|N
CRVS|Corvus Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
CRWD|CrowdStrike Holdings, Inc. - Class A Common Stock|Q|N|N|100|N|N
CRWS|Crown Crafts, Inc. - Common Stock|S|N|N|100|N|N
CSA|VictoryShares US Small Cap Volatility Wtd ETF|G|N|N|100|Y|N
CSB|VictoryShares US Small Cap High Div Volatility Wtd ETF|G|N|N|100|Y|N
CSBR|Champions Oncology, Inc. - Common Stock|S|N|N|100|N|N
CSCO|Cisco Systems, Inc. - Common Stock|Q|N|N|100|N|N
CSF|VictoryShares US Discovery Enhanced Volatility Wtd ETF|G|N|N|100|Y|N
CSGP|CoStar Group, Inc. - Common Stock|Q|N|N|100|N|N
CSGS|CSG Systems International, Inc. - Common Stock|Q|N|N|100|N|N
CSIQ|Canadian Solar Inc. - Common Shares|Q|N|N|100|N|N
CSLM|Consilium Acquisition Corp I, Ltd. - Class A Ordinary Share|S|N|N|100|N|N
CSLMR|Consilium Acquisition Corp I, Ltd. - Right|S|N|N|100|N|N
CSLMU|Consilium Acquisition Corp I, Ltd. - Unit|S|N|N|100|N|N
CSLMW|Consilium Acquisition Corp I, Ltd. - Warrant|S|N|N|100|N|N
CSML|IQ Chaikin U.S. Small Cap ETF|G|N|N|100|Y|N
CSPI|CSP Inc. - Common Stock|G|N|N|100|N|N
CSQ|Calamos Strategic Total Return Fund - Closed End Fund|Q|N|N|100|N|N
CSSE|Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock|G|N|N|100|N|N
CSSEL|Chicken Soup for the Soul Entertainment, Inc. - Warrant|G|N|N|100|N|N
CSSEN|Chicken Soup for the Soul Entertainment, Inc. - 9.50% Notes due 2025|G|N|N|100|N|N
CSSEP|Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
CSTE|Caesarstone Ltd. - Ordinary Shares|Q|N|N|100|N|N
CSTL|Castle Biosciences, Inc. - Common stock|G|N|N|100|N|N
CSTR|CapStar Financial Holdings, Inc. - Common Stock|Q|N|N|100|N|N
CSWC|Capital Southwest Corporation - Common Stock|Q|N|N|100|N|N
CSWCZ|Capital Southwest Corporation - 7.75% Notes due 2028|Q|N|N|100|N|N
CSWI|CSW Industrials, Inc. - Common Stock|Q|N|N|100|N|N
CSX|CSX Corporation - Common Stock|Q|N|N|100|N|N
CTAS|Cintas Corporation - Common Stock|Q|N|N|100|N|N
CTBI|Community Trust Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
CTEC|Global X CleanTech ETF|G|N|N|100|Y|N
CTG|Computer Task Group, Incorporated - Common Stock|Q|N|N|100|N|N
CTHR|Charles & Colvard Ltd. - Common Stock|S|N|D|100|N|N
CTIB|Yunhong CTI Ltd. - Common Stock|S|N|N|100|N|N
CTKB|Cytek Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
CTLP|Cantaloupe, Inc. - Common Stock|Q|N|N|100|N|N
CTMX|CytomX Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
CTRM|Castor Maritime Inc. - Common Shares|S|N|D|100|N|N
CTRN|Citi Trends, Inc. - Common Stock|Q|N|N|100|N|N
CTSH|Cognizant Technology Solutions Corporation - Class A Common Stock|Q|N|N|100|N|N
CTSO|Cytosorbents Corporation - Common Stock|S|N|N|100|N|N
CTXR|Citius Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
CUBA|The Herzfeld Caribbean Basin Fund, Inc. - Closed End Fund|S|N|N|100|N|N
CUE|Cue Biopharma, Inc. - Common Stock|S|N|N|100|N|N
CUEN|Cuentas, Inc. - Common Stock|S|N|N|100|N|N
CUENW|Cuentas, Inc. - Warrant|S|N|N|100|N|N
CULL|Cullman Bancorp, Inc. - Common Stock|S|N|N|100|N|N
CURI|CuriosityStream Inc.  - Class A Common Stock|S|N|N|100|N|N
CURIW|CuriosityStream Inc.  - Warrant|S|N|N|100|N|N
CUTR|Cutera, Inc. - Common Stock|Q|N|N|100|N|N
CVAC|CureVac N.V. - Ordinary Shares|G|N|N|100|N|N
CVBF|CVB Financial Corporation - Common Stock|Q|N|N|100|N|N
CVCO|Cavco Industries, Inc. - Common Stock|Q|N|N|100|N|N
CVCY|Central Valley Community Bancorp - Common Stock|S|N|N|100|N|N
CVGI|Commercial Vehicle Group, Inc. - Common Stock|Q|N|N|100|N|N
CVGW|Calavo Growers, Inc. - Common Stock|Q|N|N|100|N|N
CVKD|Cadrenal Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
CVLG|Covenant Logistics Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
CVLT|Commvault Systems, Inc. - Common Stock|Q|N|N|100|N|N
CVLY|Codorus Valley Bancorp, Inc - Common Stock|G|N|N|100|N|N
CVRX|CVRx, Inc. - Common Stock|Q|N|N|100|N|N
CVV|CVD Equipment Corporation - Common Stock|S|N|N|100|N|N
CWBC|Community West Bancshares - Common Stock|G|N|N|100|N|N
CWBR|CohBar, Inc. - Common Stock|S|N|N|100|N|N
CWCO|Consolidated Water Co. Ltd. - Ordinary Shares|Q|N|N|100|N|N
CWD|CaliberCos Inc. - Class A Common Stock|S|N|N|100|N|N
CWST|Casella Waste Systems, Inc. - Class A Common Stock|Q|N|N|100|N|N
CXAI|CXApp Inc. - Class A Common Stock|S|N|N|100|N|N
CXAIW|CXApp Inc. - Warrant|S|N|N|100|N|N
CXDO|Crexendo, Inc. - Common Stock|S|N|N|100|N|N
CXSE|WisdomTree China ex-State-Owned Enterprises Fund|G|N|N|100|Y|N
CYAN|Cyanotech Corporation - Common Stock|S|N|N|100|N|N
CYBR|CyberArk Software Ltd. - Ordinary Shares|Q|N|N|100|N|N
CYCC|Cyclacel Pharmaceuticals, Inc. - Common Stock|S|N|D|100|N|N
CYCCP|Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock|S|N|N|100|N|N
CYCN|Cyclerion Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
CYN|Cyngn Inc. - Common stock|S|N|N|100|N|N
CYRX|CryoPort, Inc. - Common Stock|S|N|N|100|N|N
CYT|Cyteir Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
CYTH|Cyclo Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
CYTHW|Cyclo Therapeutics, Inc. - Warrant|S|N|D|100|N|N
CYTK|Cytokinetics, Incorporated - Common Stock|Q|N|N|100|N|N
CYTO|Altamira Therapeutics Ltd. - Common Shares|S|N|D|100|N|N
CZFS|Citizens Financial Services, Inc. - Common Stock|S|N|N|100|N|N
CZNC|Citizens & Northern Corp - Common Stock|S|N|N|100|N|N
CZR|Caesars Entertainment, Inc. - Common Stock|Q|N|N|100|N|N
CZWI|Citizens Community Bancorp, Inc. - Common Stock|G|N|N|100|N|N
DADA|Dada Nexus Limited - American Depositary Shares|Q|N|N|100|N|N
DAIO|Data I/O Corporation - Common Stock|S|N|N|100|N|N
DAKT|Daktronics, Inc. - Common Stock|Q|N|N|100|N|N
DALI|First Trust Dorsey Wright DALI 1 ETF|G|N|N|100|Y|N
DALN|DallasNews Corporation - Series A Common Stock|S|N|N|100|N|N
DALS|DA32 Life Science Tech Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
DAPP|VanEck Digital Transformation ETF|G|N|N|100|Y|N
DARE|Dare Bioscience, Inc. - Common Stock|S|N|N|100|N|N
DATS|DatChat, Inc. - Common Stock|S|N|D|100|N|N
DATSW|DatChat, Inc. - Series A Warrant|S|N|N|100|N|N
DAVE|Dave Inc.  - Class A Common Stock|G|N|N|100|N|N
DAVEW|Dave Inc.  - Warrants|G|N|N|100|N|N
DAWN|Day One Biopharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
DAX|Global X DAX Germany ETF|G|N|N|100|Y|N
DBGI|Digital Brands Group, Inc. - Common Stock|S|N|D|100|N|N
DBGIW|Digital Brands Group, Inc. - Warrant|S|N|D|100|N|N
DBTX|Decibel Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
DBVT|DBV Technologies S.A. - American Depositary Shares|Q|N|N|100|N|N
DBX|Dropbox, Inc. - Class A Common Stock|Q|N|N|100|N|N
DCBO|Docebo Inc. - Common Shares|Q|N|N|100|N|N
DCFC|Tritium DCFC Limited - Ordinary Shares|G|N|N|100|N|N
DCFCW|Tritium DCFC Limited - Warrant|G|N|N|100|N|N
DCGO|DocGo Inc. - Common Stock|S|N|N|100|N|N
DCOM|Dime Community Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
DCOMP|Dime Community Bancshares, Inc. - Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
DCPH|Deciphera Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
DCTH|Delcath Systems, Inc. - Common Stock|S|N|N|100|N|N
DDI|DoubleDown Interactive Co., Ltd. - American Depository Shares|Q|N|N|100|N|N
DDIV|First Trust Dorsey Wright Momentum & Dividend ETF|G|N|N|100|Y|N
DDOG|Datadog, Inc. - Class A Common Stock|Q|N|N|100|N|N
DECA|Denali Capital Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
DECAU|Denali Capital Acquisition Corp. - Unit|G|N|N|100|N|N
DECAW|Denali Capital Acquisition Corp. - Warrant|G|N|N|100|N|N
DEMZ|Democratic Large Cap Core ETF|G|N|N|100|Y|N
DENN|Denny's Corporation - Common Stock|S|N|N|100|N|N
DERM|Journey Medical Corporation - Common Stock|S|N|N|100|N|N
DFFN|Diffusion Pharmaceuticals Inc. - Common Stock|S|N|N|100|N|N
DFLI|Dragonfly Energy Holdings Corp - Common Stock|G|N|N|100|N|N
DFLIW|Dragonfly Energy Holdings Corp - Warrant|S|N|N|100|N|N
DGHI|Digihost Technology Inc. - Common Subordinate Voting Shares|S|N|E|100|N|N
DGICA|Donegal Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
DGICB|Donegal Group, Inc. - Class B Common Stock|Q|N|N|100|N|N
DGII|Digi International Inc. - Common Stock|Q|N|N|100|N|N
DGLY|Digital Ally, Inc. - Common Stock|S|N|N|100|N|N
DGRE|WisdomTree Emerging Markets Quality Dividend Growth Fund|G|N|N|100|Y|N
DGRS|WisdomTree U.S. SmallCap Quality Dividend Growth Fund|G|N|N|100|Y|N
DGRW|WisdomTree U.S. Quality Dividend Growth Fund|G|N|N|100|Y|N
DH|Definitive Healthcare Corp. - Class A Common Stock|Q|N|N|100|N|N
DHAC|Digital Health Acquisition Corp. - Common Stock|G|N|D|100|N|N
DHACU|Digital Health Acquisition Corp. - Unit|G|N|D|100|N|N
DHACW|Digital Health Acquisition Corp. - Warrant|G|N|D|100|N|N
DHC|Diversified Healthcare Trust  - Common Shares of Beneficial Interest|Q|N|N|100|N|N
DHCA|DHC Acquisition Corp. - Class A ordinary share|S|N|N|100|N|N
DHCAU|DHC Acquisition Corp. - Unit|S|N|N|100|N|N
DHCAW|DHC Acquisition Corp. - Warrant|S|N|N|100|N|N
DHCNI|Diversified Healthcare Trust  - 5.625% Senior Notes due 2042|Q|N|N|100|N|N
DHCNL|Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046|Q|N|N|100|N|N
DHIL|Diamond Hill Investment Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
DIBS|1stdibs.com, Inc. - Common Stock|G|N|N|100|N|N
DICE|DICE Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
DIOD|Diodes Incorporated - Common Stock|Q|N|N|100|N|N
DISA|Disruptive Acquisition Corporation I - Class A Ordinary Shares|S|N|D|100|N|N
DISAU|Disruptive Acquisition Corporation I - Unit|S|N|D|100|N|N
DISAW|Disruptive Acquisition Corporation I - Warrant|S|N|D|100|N|N
DISH|DISH Network Corporation - Class A Common Stock|Q|N|N|100|N|N
DIST|Distoken Acquisition Corporation - Ordinary Shares|G|N|N|100|N|N
DISTR|Distoken Acquisition Corporation - Right|G|N|N|100|N|N
DISTW|Distoken Acquisition Corporation - Warrant|G|N|N|100|N|N
DIVD|Altrius Global Dividend ETF|G|N|N|100|Y|N
DJCO|Daily Journal Corp. (S.C.) - Common Stock|S|N|N|100|N|N
DKDCA|Data Knights Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
DKDCU|Data Knights Acquisition Corp. - Unit|S|N|N|100|N|N
DKDCW|Data Knights Acquisition Corp. - Warrant|S|N|N|100|N|N
DKNG|DraftKings Inc. - Class A Common Stock|Q|N|N|100|N|N
DLHC|DLH Holdings Corp. - Common Stock|S|N|N|100|N|N
DLO|DLocal Limited - Class A Common Shares|Q|N|N|100|N|N
DLPN|Dolphin Entertainment, Inc. - Common Stock|S|N|N|100|N|N
DLTH|Duluth Holdings Inc. - Class B Common Stock|Q|N|N|100|N|N
DLTR|Dollar Tree, Inc. - Common Stock|Q|N|N|100|N|N
DMAC|DiaMedica Therapeutics Inc. - Common Stock|S|N|N|100|N|N
DMAQ|Deep Medicine Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
DMAQR|Deep Medicine Acquisition Corp. - Rights|S|N|N|100|N|N
DMAT|Global X Disruptive Materials ETF|G|N|N|100|Y|N
DMLP|Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100|N|N
DMRC|Digimarc Corporation - Common Stock|Q|N|N|100|N|N
DMTK|DermTech, Inc. - Common Stock|S|N|N|100|N|N
DMXF|iShares ESG Advanced MSCI EAFE ETF|G|N|N|100|Y|N
DNAB|Social Capital Suvretta Holdings Corp. II - Class A Ordinary Shares|S|N|N|100|N|N
DNAD|Social Capital Suvretta Holdings Corp. IV - Class A Ordinary Shares|S|N|N|100|N|N
DNLI|Denali Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
DNUT|Krispy Kreme, Inc. - Common Stock|Q|N|N|100|N|N
DOCU|DocuSign, Inc. - Common Stock|Q|N|N|100|N|N
DOGZ|Dogness (International) Corporation - Class A Common Stock|G|N|D|100|N|N
DOMH|Dominari Holdings Inc. - Common Stock|S|N|N|100|N|N
DOMO|Domo, Inc. - Class B Common Stock|G|N|N|100|N|N
DOOO|BRP Inc. - Common Subordinate Voting Shares|Q|N|N|100|N|N
DORM|Dorman Products, Inc. - Common Stock|Q|N|N|100|N|N
DOX|Amdocs Limited - Ordinary Shares|Q|N|N|100|N|N
DOYU|DouYu International Holdings Limited - American Depositary Shares|Q|N|N|100|N|N
DPCS|DP Cap Acquisition Corp I - Class A Ordinary Shares|G|N|N|100|N|N
DPCSU|DP Cap Acquisition Corp I - Unit|G|N|N|100|N|N
DPCSW|DP Cap Acquisition Corp I - Warrants|G|N|N|100|N|N
DPRO|Draganfly Inc. - Common Shares|S|N|N|100|N|N
DRCT|Direct Digital Holdings, Inc. - Class A Common Stock|S|N|N|100|N|N
DRCTW|Direct Digital Holdings, Inc. - Warrant|S|N|N|100|N|N
DRIO|DarioHealth Corp. - Common Stock|S|N|N|100|N|N
DRIV|Global X Autonomous & Electric Vehicles ETF|G|N|N|100|Y|N
DRMA|Dermata Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
DRMAW|Dermata Therapeutics, Inc. - Warrant|S|N|N|100|N|N
DRRX|DURECT Corporation - Common Stock|S|N|N|100|N|N
DRS|Leonardo DRS, Inc. - Common Stock|Q|N|N|100|N|N
DRTS|Alpha Tau Medical Ltd. - Ordinary Shares|S|N|N|100|N|N
DRTSW|Alpha Tau Medical Ltd. - Warrant|S|N|N|100|N|N
DRTT|DIRTT Environmental Solutions Ltd. - Common Shares|S|N|D|100|N|N
DRUG|Bright Minds Biosciences Inc. - common stock|S|N|D|100|N|N
DRVN|Driven Brands Holdings Inc. - Common Stock|Q|N|N|100|N|N
DSEY|Diversey Holdings, Ltd. - Ordinary Shares|Q|N|N|100|N|N
DSGN|Design Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
DSGR|Distribution Solutions Group, Inc. - Common Stock|Q|N|N|100|N|N
DSGX|The Descartes Systems Group Inc. - Common Stock|Q|N|N|100|N|N
DSKE|Daseke, Inc. - Common Stock|S|N|N|100|N|N
DSP|Viant Technology Inc. - common stock|Q|N|N|100|N|N
DSWL|Deswell Industries, Inc. - Common Shares|G|N|N|100|N|N
DTI|Drilling Tools International Corporation  - Common Stock|S|N|N|100|N|N
DTIL|Precision BioSciences, Inc. - Common Stock|Q|N|D|100|N|N
DTOC|Digital Transformation Opportunities Corp. - Class A Common Stock|S|N|N|100|N|N
DTOCU|Digital Transformation Opportunities Corp. - Units|S|N|N|100|N|N
DTOCW|Digital Transformation Opportunities Corp. - Warrant|S|N|N|100|N|N
DTSS|Datasea Inc. - Common Stock|S|N|D|100|N|N
DTST|Data Storage Corporation - Common Stock|S|N|N|100|N|N
DTSTW|Data Storage Corporation - Warrant|S|N|N|100|N|N
DUET|DUET Acquisition Corp. - Class A Common Stock|G|N|N|100|N|N
DUETU|DUET Acquisition Corp. - Unit|G|N|N|100|N|N
DUETW|DUET Acquisition Corp. - Warrant|G|N|N|100|N|N
DUNE|Dune Acquisition Corporation - Class A Common Stock|S|N|D|100|N|N
DUNEU|Dune Acquisition Corporation - Unit|S|N|D|100|N|N
DUNEW|Dune Acquisition Corporation - Warrant|S|N|D|100|N|N
DUO|Fangdd Network Group Ltd. - American Depositary Shares|G|N|D|100|N|N
DUOL|Duolingo, Inc. - Class A Common Stock|Q|N|N|100|N|N
DUOT|Duos Technologies Group, Inc. - Common Stock|S|N|N|100|N|N
DVAL|BrandywineGLOBAL-Dynamic US Large Cap Value ETF|G|N|N|100|Y|N
DVAX|Dynavax Technologies Corporation - Common Stock|Q|N|N|100|N|N
DVLU|First Trust Dorsey Wright Momentum & Value ETF|G|N|N|100|Y|N
DVOL|First Trust Dorsey Wright Momentum & Low Volatility ETF|G|N|N|100|Y|N
DVY|iShares Select Dividend ETF|G|N|N|100|Y|N
DWAC|Digital World Acquisition Corp. - Class A Common Stock|G|N|E|100|N|N
DWACU|Digital World Acquisition Corp. - Units|G|N|E|100|N|N
DWACW|Digital World Acquisition Corp. - Warrants|G|N|E|100|N|N
DWAS|Invesco DWA SmallCap Momentum ETF|G|N|N|100|Y|N
DWAW|AdvisorShares Dorsey Wright FSM All Cap World ETF|G|N|N|100|Y|N
DWMC|AdvisorShares Dorsey Wright Small Company ETF|G|N|N|100|Y|N
DWSH|AdvisorShares Dorsey Wright Short ETF|G|N|N|100|Y|N
DWSN|Dawson Geophysical Company - Common Stock|Q|N|N|100|N|N
DWUS|AdvisorShares Dorsey Wright FSM US Core ETF|G|N|N|100|Y|N
DXCM|DexCom, Inc. - Common Stock|Q|N|N|100|N|N
DXGE|WisdomTree Germany Hedged Equity Fund|G|N|N|100|Y|N
DXJS|WisdomTree Japan Hedged SmallCap Equity Fund|G|N|N|100|Y|N
DXLG|Destination XL Group, Inc. - Common Stock|G|N|N|100|N|N
DXPE|DXP Enterprises, Inc. - Common Stock|Q|N|N|100|N|N
DXR|Daxor Corporation - Closed End Fund|S|N|N|100|N|N
DXYN|The Dixie Group, Inc. - Common Stock|G|N|N|100|N|N
DYAI|Dyadic International, Inc. - Common Stock|S|N|N|100|N|N
DYN|Dyne Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
DYNT|Dynatronics Corporation - Common Stock|S|N|N|100|N|N
DYTA|SGI Dynamic Tactical ETF|G|N|N|100|Y|N
DZSI|DZS Inc. - Common Stock|S|N|N|100|N|N
EA|Electronic Arts Inc. - Common Stock|Q|N|N|100|N|N
EAC|Edify Acquisition Corp. - Class A Common Stock|S|N|D|100|N|N
EACPU|Edify Acquisition Corp. - Units|S|N|D|100|N|N
EACPW|Edify Acquisition Corp. - Warrant|S|N|D|100|N|N
EAR|Eargo, Inc. - Common Stock|Q|N|N|100|N|N
EAST|Eastside Distilling, Inc. - Common Stock|S|N|D|100|N|N
EBAY|eBay Inc. - Common Stock|Q|N|N|100|N|N
EBC|Eastern Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
EBET|EBET, INC. - Common Stock|S|N|D|100|N|N
EBIX|Ebix, Inc. - Common Stock|Q|N|N|100|N|N
EBIZ|Global X E-commerce ETF|G|N|N|100|Y|N
EBMT|Eagle Bancorp Montana, Inc. - Common Stock|G|N|N|100|N|N
EBON|Ebang International Holdings Inc. - Class A Ordinary Shares|Q|N|N|100|N|N
EBTC|Enterprise Bancorp Inc - Common Stock|Q|N|N|100|N|N
ECBK|ECB Bancorp, Inc. - Common Stock|S|N|N|100|N|N
ECOR|electroCore, Inc. - Common Stock|S|N|N|100|N|N
ECOW|Pacer Emerging Markets Cash Cows 100 ETF|G|N|N|100|Y|N
ECPG|Encore Capital Group Inc - Common Stock|Q|N|N|100|N|N
ECX|ECARX Holdings Inc. - Class A Ordinary shares|G|N|N|100|N|N
ECXWW|ECARX Holdings Inc. - Warrants|S|N|N|100|N|N
EDAP|EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share|G|N|N|100|N|N
EDBL|Edible Garden AG Incorporated - Common Stock|S|N|N|100|N|N
EDBLW|Edible Garden AG Incorporated - Warrant|S|N|N|100|N|N
EDIT|Editas Medicine, Inc. - Common Stock|Q|N|N|100|N|N
EDOC|Global X Telemedicine & Digital Health ETF|G|N|N|100|Y|N
EDRY|EuroDry Ltd. - Common Shares|S|N|N|100|N|N
EDSA|Edesa Biotech, Inc. - Common Shares|S|N|D|100|N|N
EDTK|Skillful Craftsman Education Technology Limited - Ordinary Share|S|N|N|100|N|N
EDTX|EdtechX Holdings Acquisition Corp. II - Class A common stock|S|N|D|100|N|N
EDTXU|EdtechX Holdings Acquisition Corp. II - Unit|S|N|N|100|N|N
EDTXW|EdtechX Holdings Acquisition Corp. II - Warrant|S|N|N|100|N|N
EDUC|Educational Development Corporation - Common Stock|G|N|N|100|N|N
EDUT|Global X Education ETF|G|N|N|100|Y|N
EEFT|Euronet Worldwide, Inc. - Common Stock|Q|N|N|100|N|N
EEIQ|EpicQuest Education Group International Limited - Common Stock|S|N|N|100|N|N
EEMA|iShares MSCI Emerging Markets Asia ETF|G|N|N|100|Y|N
EFAS|Global X MSCI SuperDividend EAFE ETF|G|N|N|100|Y|N
EFHT|EF Hutton Acquisition Corporation I - Common Stock|G|N|N|100|N|N
EFHTR|EF Hutton Acquisition Corporation I - Rights|G|N|N|100|N|N
EFHTW|EF Hutton Acquisition Corporation I - Warrant|G|N|N|100|N|N
EFOI|Energy Focus, Inc. - Common Stock|S|N|D|100|N|N
EFRA|iShares Environmental Infrastructure and Industrials ETF|G|N|N|100|Y|N
EFSC|Enterprise Financial Services Corporation - Common Stock|Q|N|N|100|N|N
EFSCP|Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
EFTR|eFFECTOR Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
EFTRW|eFFECTOR Therapeutics, Inc. - Warrant|S|N|N|100|N|N
EGAN|eGain Corporation - Common Stock|S|N|N|100|N|N
EGBN|Eagle Bancorp, Inc. - Common Stock|S|N|N|100|N|N
EGHT|8x8 Inc - Common stock|Q|N|N|100|N|N
EGIO|Edgio, Inc. - Common Stock|Q|N|H|100|N|N
EGLX|Enthusiast Gaming Holdings Inc. - Common Stock|S|N|D|100|N|N
EGRX|Eagle Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
EH|EHang Holdings Limited - ADS|G|N|N|100|N|N
EHTH|eHealth, Inc. - Common Stock|Q|N|N|100|N|N
EIGR|Eiger BioPharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
EJH|E-Home Household Service Holdings Limited - Ordinary shares|S|N|D|100|N|N
EKG|First Trust Nasdaq Lux Digital Health Solutions ETF|G|N|N|100|Y|N
EKSO|Ekso Bionics Holdings, Inc. - Common Stock|S|N|N|100|N|N
ELBM|Electra Battery Materials Corporation - Common Stock|S|N|N|100|N|N
ELDN|Eledon Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
ELEV|Elevation Oncology, Inc. - Common stock|Q|N|N|100|N|N
ELOX|Eloxx Pharmaceuticals, Inc. - Common Stock|S|N|D|100|N|N
ELSE|Electro-Sensors, Inc. - Common Stock|S|N|N|100|N|N
ELTK|Eltek Ltd. - Ordinary Shares|S|N|N|100|N|N
ELTX|Elicio Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
ELVN|Enliven Therapeutics, Inc.  - Common Stock|Q|N|N|100|N|N
ELYM|Eliem Therapeutics, Inc - Common Stock|G|N|N|100|N|N
ELYS|Elys Game Technology, Corp.  - Common Stock|S|N|D|100|N|N
EM|Smart Share Global Limited - American Depositary Shares|Q|N|D|100|N|N
EMB|iShares J.P. Morgan USD Emerging Markets Bond ETF|G|N|N|100|Y|N
EMBC|Embecta Corp. - Common Stock|Q|N|N|100|N|N
EMBK|Embark Technology, Inc. - Common Stock|G|N|N|100|N|N
EMBKW|Embark Technology, Inc. - Warrant|G|N|N|100|N|N
EMCB|WisdomTree Emerging Markets Corporate Bond Fund|G|N|N|100|Y|N
EMCG|Embrace Change Acquisition Corp - Ordinary Shares|G|N|N|100|N|N
EMCGR|Embrace Change Acquisition Corp - Rights|G|N|N|100|N|N
EMCGU|Embrace Change Acquisition Corp - Units|G|N|N|100|N|N
EMCGW|Embrace Change Acquisition Corp - Warrants|G|N|N|100|N|N
EMIF|iShares Emerging Markets Infrastructure ETF|G|N|N|100|Y|N
EMKR|EMCORE Corporation - Common Stock|G|N|N|100|N|N
EML|Eastern Company (The) - Common Stock|G|N|N|100|N|N
